run_id,sample_index,PCS_BATTERY_POWER_30050,PCS_INLET_AIR_TEMP_30060,PCS_IGBT_MAX_TEMP_30062
1,1,0.0,0.0,0.0
1,2,0.0,0.0,0.0
1,3,0.0,0.0,0.0
1,4,0.0,0.0,0.0
2,1,0.0,0.0,0.0
2,2,0.0,0.0,0.0
2,3,0.0,0.0,0.0
2,4,0.0,0.0,0.0
2,5,0.0,0.0,0.0
